@AK47pfl"
11|3924|2020-07-02|"Новости компаний — обзоры прессы перед открытием рынка

Титанический сдвиг. «ВСМПО-Ависма» возглавит Сергей Степанов из Evraz

Инвестиции в недвижимость на фоне пандемии упали до минимума за 12 лет 

Сберная солянка: доля госбанка в переводах через СБП за месяц выросла до 21%

Глава «Уралкалия» Дмитрий Осипов о последствиях пандемии и конъюнктуре рынка удобрений

https://smart-lab.ru/blog/news/631243.php

#sber #vsmo #urka"
12|3923|2020-07-01|"​Стратегия: коррекция к скользящим средним
Савелий Совушкин предлагает вашему вниманию торговую стратегию:

Коррекция к скользящей средней — это один из немногих индикаторных паттернов, который я применяю в своей торговле. Основывается данный паттерн на том постулате, что цена рано или поздно возвращается к своему среднему показателю, а затем с определенной долей вероятности отталкивается от него, продолжая движение по направлению тренда. Определить на каком уровне находится данный показатель нам и помогут скользящие средние.  

Простыми словами: После смены тренда, цена имеет привычку вернуться к скользящим средним, и уже отбившись от них начать свое победное шествие вверх или вниз.   

Необходимые инструменты  
Быстрая скользящая средняя с периодом 11
Медленная скользящая средняя периодом 21 


Вход в позицию  
Лонг (на повышение)
Нужно дождаться момента когда быстрая скользящая средняя, снизу вверх пересечет медленную скользящую среднюю. Затем дождаться момента, когда цена пройдя некоторое расстояние в сторону тренда, подойдет протестировать выделенный у вас на графике корридором из Коррекция к скользящим средним, свой среднеценовой диапазон.

Читаем про шорт, стоп и как входить в сделку и примеры по ссылке: 
https://smart-lab.ru/blog/631058.php
#трейдинг
@smartlabnews"
13|3922|2020-07-01|"​Petropavlovsk PLC - краткий разбор компании
Актуальная информация в блоге Владимира Литвинова:

С 25 июня 2020 года на Московской бирже начались торги акциями Petropavlovsk PLC (Петропавловск). Это одна из крупнейших золотодобывающих компаний России. Наравне с Полиметаллом, Полюсом и Селигдаром, теперь каждый частный инвестор может купить акции этой компании. Единственный вопрос, нужно ли добавлять в свой портфель актив? Давайте разбираться.

Петропавловск ведет свою деятельность в Амурской области. Имеет вертикально-интергрированное производство. Занимается геологоразведкой, добычей и производством золота. Работает с 1994 года. С 4 апреля 2016 года торгуется на Лондонской бирже. Примечательно, что Petropavlovsk PLC зарегистрирована в Лондоне и имеет офис в Москве. Но я этому уже перестал удивляться.

С января 2020 года акции выросли на лондонской бирже в 3 раза. Все компании золотодобывающей отрасли получили поддержку в этом году, благодаря росту основного бенчмарка — золота. Однако, я не перестаю напоминать, что цена золота выросла всего на 16% за этот период. Следовательно, причины такого взрывного роста акций Петропавловска нужно искать в другом месте.

Рост котировок не могли не оставить отпечаток на мультипликаторах. Текущий P/E в 49 — антирекорд для отрасли. Из негативного могу отметить отрицательную рентабельность активов и супер низкую рентабельность капитала. А вот хороший для отрасли P/B = 2, говорит о необходимой переоценки компании, что и произошло в 2020 году. Чистый долг снижается ежегодно. На конец 2019 года составлял $561 млн, при капитализации в $636 млн. Debt/EBITDA в 2,1 находится на приемлемом уровне.

Читайте далее в блоге Владимира Литвинова на смартлабе:
https://smart-lab.ru/blog/631050.php
#POGR"
14|3921|2020-07-01|"​Полюс: фундаментальный анализ
Георгий Аведиков опубликовал на смартлабе подробный анализ компании $PLZL:

Полюс золото, как и многие сырьевые компании РФ, имеет самую низкую в мире себестоимость добычи. Средняя себестоимость тройской унции (31 грамм) по всем месторождениям (Total Cash Costs, далее TCC) в 1 квартале у компании составила 394$ в то время, как большинство конкурентов имеют TCC в районе 600-800$.

При этом, в 2013 году у Полюса были не столь выдающиеся показатели по себестоимости (TCC был выше 700$). Рост добычи на высокомаржинальных месторождениях (Олимпиада, Вернинское и пр.), снижение затрат и рост стоимости золота в рублях, благодаря девальвации в 2014 году, все эти факторы улучшили эффективность бизнеса.

С 2013 года цена золота в долларах показала весьма скромный рост на 6%, но с тех пор прошло 2 девальвации (2014 и 2020 годы) и в рублях золото выросло на 130%. Производство за тот же период выросло на 70%, благодаря запуску Наталки и увеличению добычи на Вернинском и Благодатном месторождениях, а также на самом крупном месторождении по всем показателям — Олимпиаде.

Еще одним преимуществом Полюса перед аналогами является то, что вся добыча ведется открытым способом (без шахт), что снижает риски аварий и форсмажоров. Цифровизация также не обошла компанию стороной, выделяются приличные средства ($13 млн) на развитие IT-инфраструктуры на Наталке и Олимпиаде. На каждом бульдозере будет стоять Wi-Fi точка и раздавать халявный интернет передавать данные в центр управления.

Ближайшие 5 лет производственные показатели не будут давать ощутимый рост, доходы компании будут зависеть напрямую от цены на золото. Но с 2026 года снова начнет расти производство, благодаря запуску Сухого Лога, это уникальное месторождение по запасам и по содержанию золота в руде. Добыча на этом руднике будет вестись открытым способом, запасов хватит на следующие 40 лет.

Если у компаний столько плюсов, то должны быть и минусы, самым серьезным минусом Полюса является отсутствие последнего в моем портфеле. Давайте посмотрим, на сколько интересна акция сейчас.

Разберем отчет за 1 квартал....
Читайте целиком и комментируйте: https://smart-lab.ru/blog/631020.php"
15|3919|2020-06-30|"​🔥Итоги дня: IMOEX -0.5%. Конфликт в PETROPAVLOVSK

📉PETROPAVLOVSK -16.5% СД попросил британского регулятора расследовать возможное нарушение правил M&A-сделок. Новый крупнейший акционер компании — «Южуралзолото» (контролируется Константином Струковым (22,37%), а также компании Everest и Slevin (вместе 12,09%) и Fortiana Holdings Владислава Свиблова (на момент голосования Свиблов контролировал 4,62%, а потом продал большую часть пакета) выступили против включения в совет директоров основателя Petropavlovsk Павла Масловского, финдиректора компании Данилы Котлярова и еще несколько независимых директоров. 

📉ВСМПО-АВИСМА -1.1% Компания перенесла ГОСА. Решение о дивидендах объявит до 30 сентября. Раньше компания всегда выплачивала всю прибыль в виде дивидендов. Теперь возникает вопрос какой будет выплата в связи со сложной ситуацией. 

📉Русская аквакультура -0.7% Объем программы выкупа акций увеличен до 600 миллионов рублей, программа будет проводиться до 30 июня 2021. По состоянию на 29 июня 2020 года объем выкупа акций по программе составил 294 млн рублей. Следовательно осталось выкупить около 1,7% акции по текущей цене. В начале дня на новости был рост на 13%, но к закрытию акции ушли в минус. 

📉Аэрофлот -1% ""Сбербанк заключил с ПАО ""Аэрофлот кредитное соглашение с гос. гарантиями, на сумму 31 миллиард рублей сроком на пять лет. Кредитные средства планируется направить на оплату текущих расходов на авиакеросин, наземное обслуживание, приобретение запчастей и ремонт авиатехники, выплату заработной платы, оплату капитальных вложений и расходов по лизингу воздушных судов. 

📈ТНС энерго +5.7% Определить цену выкупа обыкновенных именных бездокументарных акций ПАО ГК «ТНС энерго» по требованию акционеров Общества в размере 1025 рублей. Дата, на которую определяются лица, имеющие право на осуществление прав по ценным бумагам эмитента: 12 июля 2020 года.

https://smart-lab.ru/blog/630963.php"
16|3918|2020-06-30|"Топ 10 акций для подбора на коррекции
🗣Автор: Жека Аксельрод

Традиционное заливное во всем мире в день выходного на ММВБ. Это большая коррекция или же падение в рамках флета, сказать сложно, но мы выбираем второй вариант. Поэтому нужно заранее для себя определить список интересных активов для покупки👇🏻
🍓Сбербанк
🍓МТС
🍓Лукойл
🍓Ростелеком
🍓Тинькофф
🍓Газпромнефть
🍓Роснефть
🍓ОГК-2
🍓Юнипро
🍓Сургутнефтегаз

Причины, по которым автор выделил именно эти компании, читайте тут https://smart-lab.ru/blog/630916.php"
17|3917|2020-06-30|"​📉Акции Petropavlovsk сегодня -12%
☝️5 дней назад началась торговля ими в России
🙀А сегодня 5! Место по обороту на мамбе 

Что случилось? Обсуждайте в чате эмитента
https://smart-lab.ru/chat/?x=5468"
18|3916|2020-06-30|"​Рынок акций и отдельные акции — не одно и то же. Вот почему
🗣Автор: Блог компании Тинькофф Инвестиции

Исторически рынки акций давали высокую доходность. Например, на длительных интервалах времени полная доходность S&P 500 без учета инфляции была около 10% годовых. По данным Credit Suisse Global Investment Returns Yearbook 2020, с 1900 по 2019 год мировый рынок акций дал 5,2% годовых с поправкой на инфляцию. 

Однако не стоит рассчитывать на результат, равный результату рынка, просто купив акции нескольких отдельных компаний. Доходность может оказаться как выше, так и ниже, причем второе более вероятно. 

Дело в том, что высокую доходность рынка акций обеспечивает огромная доходность небольшого числа бумаг. Большинство акций почти бесполезны или даже вредны. Вложить деньги в акции всего нескольких компаний вряд ли хорошая идея, если только вы не мастер сток-пикинга (выбора отдельных акций). 

Перевели для вас основные результаты нескольких исследований, показывающих, как соотносятся результаты отдельных бумаг и всего рынка. В конце материала обсудим, почему это важно для инвесторов.

📌В полной версии статьи:
👉🏻Исследование Longboard Asset Management
👉🏻Исследование J.P. Morgan Asset Management
👉🏻Исследование Vanguard
👉🏻Исследования профессора Бессембиндера
👉🏻Выводы

Читайте полностью тут https://smart-lab.ru/company/tinkoff_invest/blog/630878.php"
19|3915|2020-06-30|"Алиса, купи акции Яндекс
🗣Автор: Мосолов Денис

Я делаю голосовой помощник с открытым исходным кодом для торговли на бирже. За основу взял платформу Яндекс.Диалоги (Алиса) и Тинькофф Инвестиции Open API. У меня получилось купить и продать акции через Яндекс.Станцию голосом. Вот как это выглядит (смотри видео)

Платформа Диалогов предоставляет язык описания пользовательских запросов, чтобы из голосовой команды можно было извлечь намерение пользователя. Распознанные данные Диалоги присылают в обработчик. Одна из фундаментальных задач в том, чтобы научить Алису выделять названия компаний, торгующихся на бирже. Задача решается при помощи сущностей и сводится к тому, чтобы на специальном языке описать все возможные названия компаний, которые торгуются хотя бы на Московской бирже.

https://www.youtube.com/watch?v=P5rxaNGtQlM&featu..
Читайте подробнее https://smart-lab.ru/blog/630849.php"
20|3914|2020-06-30|"Сделать 22 млрд$ за 18 лет и за 1.5 года потерять почти всё
🗣Автор: SellBuySell

Он стал легендой Уолл-стрит, основав один из первых и самых успешных хедж-фондов в истории. А потом закрыл его, потеряв большую часть активов за полтора года. Рассказываем о взлете и падении Джулиана Робертсона.

👉🏻В 1980 году Джулиан создал инвестиционный фонд Tiger Management Corporation — один из первых хедж-фондов в мире. Фонды, входящие в группу Tiger, впоследствии также назывались в честь хищных животных семейства кошачьих: Lion, Panther, Jaguar, Ocelot, Puma. 
Первоначальный капитал Tiger составлял лишь $8 млн от друзей и родственников Робертсона. Но к 1996 году он превратил их в невероятные $7,2 млрд. А к 1998-му активы Tiger Management оценивались в $22,8 млрд.

👉🏻Казалось, что пара неудачных лет не сможет поколебать позиции Tiger — тем более в 1998 году активы компании достигли пиковой отметки в $22,8 млрд. 
Но именно в тот год против Tiger сложилось все: курс японской йены вырос (а Робертсон упорно ставил против нее и потерял около $2 млрд), в России объявили дефолт по государственным краткосрочным облигациям (фонд Робертсона потерял $600 млн). 
Tiger добили неудачные сделки: Робертсон вкладывался в компании «старой экономики» и ставил на падение технологического сектора, который в то время активно рос. Фонд понес большие потери (–19% в 1999-м). Убыток за первый квартал 2000-го составил еще 12%. К моменту краха доткомов в марте 2000-го активы фонда упали до $6 млрд. 
1 апреля 2000 года Робертсон принял тяжелое решение закрыть все шесть фондов, входящих в состав Tiger.

Статья большая, советуем прочитать полностью тут https://smart-lab.ru/blog/630698.php"
21|3913|2020-06-30|"Новости компаний — обзоры прессы перед открытием рынка

LIBOR не прошел отбор. Один из основных финансовых индикаторов прощается с рынком

Инвестиции второй волны. Облигации и золото стали средством от пандемии

Российские производители удобрений снизят выпуск из-за глобальной конъюнктуры

Совет директоров ответит по долгам банкрота. ВС допустил привлечение членов совета к субсидиарной ответственности

Сбербанк выходит на рынок автострахования с каско для малого и микробизнеса

https://smart-lab.ru/blog/news/630803.php

#sber #akrn #phor"
22|3911|2020-06-29|"​🔥Итоги дня: IMOEX +0.2%. Супер дивиденды в Центральном телеграфе

📈Сбербанк +1% Сбербанк выплатит хорошие дивиденды за 2019 год. Решение будет принято в сентябре. В 2020 банк году не достигнет целевой прибыли в 1 трлн рублей, мы недосчитаемся в этом году не одной сотни миллиардов рублей. - Герман Греф. 

📈Русгидро +1% «ВСМПО-Ависма» начал избавляться от непрофильных активов. Компания хочет продать 5,95% в «РусГидро», за которые два года назад отдала около $330 млн, сейчас рыночная стоимость пакета составляет около 19,3 млрд руб. Аналитики говорят, что за счет этой сделки «ВСМПО-Ависма» сможет компенсировать выпадающие доходы от снижения спроса на титан в связи с обрушением мирового авиастроительного рынка. Теперь понятно на чём падали с 17.06.20 

📈Центральный телеграф +40% СД рекомендовал дивиденды за 2019 г в размере 11,83 рубля на одну ао/ап . (без прогноза) див.дох. 38.7%/45,1%. Высокая прибыль за 2019 год обусловлена продажей здания на Тверской улице за 3,5 млрд. Вся прибыль за 2019 год и часть нераспределённой была выплачена в виде дивидендов. Если в 2020 году не будет продаж недвижимости, то прибыль будет очень скромной. 

📈АФК Система +1% Компания пересмотрит подход к дивидендной политике, планирует увеличить дивиденды более чем на 18%. Сегежа готова к IPO, однако цены сильно просели и в текущих условиях желаемые оценки не получить, нужно восстановления цен. Есть ограничение суда на продажу актива БЭСК. 150 млрд. руб. цель по долгу(не факт что в 2020). Нет решений по продаже пакета детского мира. Компания полностью под контролем АФК, видим большой потенциал. Ликвидация МГТС не планируется. — заявил менеджмент на ГОСА 2019 года. 

📉Транснефть -0.04% По данным “Ъ”, 26 июня у вице-премьера Юрия Борисова состоялось совещание по вопросу тарифов «Транснефти», которые глава «Роснефти» Игорь Сечин просит снизить вдвое, до уровня 2008 года. Окончательных решений не принято. 
Если тарифы снизят, то «Транснефть» потеряет более 40% всей выручки»-  замглавы «Транснефти» Максим Гришанин. 

📉ГМК Норникель -3% 28-го июня стало известно, что следователи начали проверку информации о том, что в технологической зоне Талнахской обогатительной фабрики (ТОФ, входит в «Норникель») в Норильске был «несанкционированный сброс жидких отходов в тундровую зону». Об этом говорится в сообщении краевого СК. На месте происшествия работает следственно-оперативная группа. 

📉ГК Пионер - В субботу в офисе на Малой Пироговской улице в Москве нашли мертвым Андрея Грудина, генерального директора группы компаний «Пионер». По предварительным данным, он покончил с собой.Источники «Интерфакса» утверждают, что в предсмертной записке, которую нашли рядом с Грудиным, говорилось о высокой долговой нагрузке. В то же время компания сообщила, что смерть генерального директора не связана с деятельностью застройщика и ее финансовым состоянием. На этих новостях утром была распродажа, к вечеру ситуация стабилизировалась, но пока не понятно где правда. 

https://smart-lab.ru/blog/630704.php"
23|3910|2020-06-29|"​🔥Центральный телеграф сегодня +40% 🚀
Наиболее обсуждаемый эмитент на форуме смартлаба
Дивиденд сегодня объявили 11,83 руб, при том, что бумага стоила чуть выше 20 рублей😂
80+ комментариев на форуме ЦТ на смартлабе:
https://smart-lab.ru/chat/?x=2080"
24|3909|2020-06-29|"🤑MadQuant рассказывать как зарабатывать >200 тыр в месяц

Добиться зп 200+ тыр можно без всяких денег, связей и вот этого всего, рецепты банальны и всем известны: 
👉🏻перестать обвинять в своих бедах плохие или неправильные среду/судьбу/родителей/Путина. Чтобы найти главную проблему своей жизни 👉🏻достаточно подойти к зеркалу 
👉🏻«занимайся тем, что тебе интересно» — отличный совет для того, чтобы быть нищебродом © Goldman Sachs Elevator 
👉🏻правильный совет: «жить по тренду» — смотреть, в какие области перетекает баблишко, и думать, как туда попасть, и прикладывать усилия, чтобы туда попасть 
👉🏻в любом возрасте: «учиться, учиться и учиться» © Виленин (на самом деле, Виленин такого не говорил, но это все равно отличный совет) 
👉🏻жизнь несправедлива, везде и всегда, это надо принять как данность. Секрет успеха — по-максимуму стараться использовать все возможности добиться успеха, которые предоставляет жизнь. Далеко не все выстрелят, но чем больше вы пробуете — тем больше вероятность, что что-то выстрелит 
👉🏻анализировать — какую ценность в деньгах вы приносите тому, на кого работаете? Как можно ее увеличить? По статистике, ваша зарплата 👉🏻это примерно четвертая часть от ценности, которую вы приносите работодателю. Соответственно, если вы не можете сказать, сколько приносите своему боссу в деньгах, либо если приносите меньше, чем ваша зп x4 — не надо жаловаться, что ваша зп мала. Может статься, она даже велика. 
👉🏻расскажите про отсутствие социальных лифтов и необходимость для успеха «правильных» родителей и связей, например, вот этим людям: раз, два, три — они внимательно вас выслушают. Может быть 
👉🏻и последнее: вакансий за 200+ тыр. сильно больше, чем представлено на хэдхантере. Крупные компании почти никогда не указывают зарплату на сайте по поиску работы. Американским компаниям, которые часто предлагают самые высокие зарплаты — это вообще чуть не запрещено!!!

Далее автор рассказывает свою историю, читайте полностью тут https://smart-lab.ru/blog/630522.php"
25|3908|2020-06-29|"ВТБ Инвестиции и форма W-8BEN
🗣Автор: Finindie

Не знаю, насколько это актуально, но мало ли кому-то облегчит жизнь и сэкономит немного денег 

Довольно часто люди в нашем чате в телеге жалуются на непонятные списания в ВТБ Инвестициях. Это выглядит так: вы заводите счёт, и в какой-то момент появляется необходимость подписать форму W-8BEN, которая позволяет получать дивиденды от иностранных компаний не с 30%, а с 10% налогом. Вы интересуетесь, как это сделать, и вам предлагают сходить в ближайший офис и подписать форму там. А через 2-3 недели со счёта списывается 600 рублей, о которых никто не предупреждал. Кто-то (у кого внушительный счёт) этого даже не замечает. А если сумма на счёте скромная, то это видно хорошо. Оказывается, таких формы две, и одна — платная, а другая — бесплатная.  

Оказывается, формы бывают разные. И адресованы они могут быть в разные депозитарии. И так уж сложились обстоятельства, что не все рядовые сотрудники отделений ВТБ в курсе, какая именно форма нам с вами нужна и иногда дают на подписание форму для НКО АО НРД (в заявлении на подписание прямо так и написано «Прошу направить для акцепта в НКО АО НРД форму W-8BEN...»), и такая форма обойдётся вам в 600 рублей. Это не комиссия ВТБ, это комиссия этого депозитария, а ВТБ просто перевыставляет вам счёт на эти 600 рублей. 
А нам с вами нужен бесплатный вариант: форма, направляемая в «Бэст Эффортс банк» (этот банк сейчас является основным депозитарием для всех клиентов СПБ биржи, на которой мы с вами покупаем иностранные бумаги). 
Поэтому, дабы не было недопонимания и лишних комиссий, при визите в отделение ВТБ заучите фразу «Нужно подписать форму W-8BEN для акцепта „Бэст Эффортс банк“, ЗАО «СПб РДЦ»». В случае если специалист не понимает, о чём речь — требуйте, чтобы он звонил в техподдержку. Такая форма принимается быстро (через 2-3 дня приходит письмо на почту), и имеет срок годности (обычно, 3 года) 

P.S.: относится ли это к другим брокерам? Я не знаю. Я подписывал форму два раза — в Открытии и в Тинькофф. В обоих случаях, для меня это было бесплатно, и никаких «платных» вариантов не предполагалось. А вот про о проблеме с ВТБ слышу уже не первый раз 
Возможно ли такое, что в ВТБ дают сразу нужную форму на подписание? Я думаю, да, и зависит это от отделения и от конкретного специалиста и его опыта.

https://smart-lab.ru/blog/630634.php"
26|3907|2020-06-29|"​Рынок коротко. Что сейчас происходит?

USDRUB сегодня новый хай с 1 июня. Ожидания такие у меня были
👉общая корреляция с риском на мировых рынках
👉Налоговый период закончился
👉Возможно, дивиденды уже начали конвертить в валюту для выплат по GDR
👉Импорт должен начать восстанавливаться
👉Ставка близка ко дну, нерезы могут отсюда фиксить ОФЗ 
👉Продажи валюты по бюджетному правилу в июле могут сократиться до 110 млрд руб (узнаем в пятницу цифру)
❗️Кстати доля нерезов в рос. гос. бондах=31% — это макс значение среди всех развивающихся рынков!

Если я ошибаюсь или упускаю что-то поправьте меня.

S&P500 на прошлой неделе:(
👉-1,7% за неделю, тогда как росли в течение недели на +3%
👉Вола минимальная за 4 недели
👉Среди причин снижения — новые рекорды по 👑вирусу и замедление роста баланса ФРС.
👉Баланс ФРС сокращается на фоне сокращения сделок по свопам с иностранными центробанками, т.к. дефицит баксов пропадает
👉CFTC COT Report: большие фонды имеют максимальный шорт с 2016 года

👑Вирус
👉Индия новый рекорд +16 тыс за день
👉США в пятницу +45 тыс. итого 2,5 млн. (в мире = 10 млн)
👉Техас и Флорида вынуждены вновь закрыть часть бизнеса, Аризона ставит на паузу планы по дальнейшему открытию.
👉Во многих южных штатах дневной прирост рекордный с начала пандемии

Пост тут: https://smart-lab.ru/blog/630632.php
#мартынов
@smartlabnews"
27|3906|2020-06-29|"​Котировки недели индекса Мосбиржи. Полный обзор 26062020.

Лучше поздно, чем никогда. Антон Ромашов сделал полный обзор котировок недели индекса Московской биржи👇🏻

Как и неделю назад продолжается реактивный взлет #YNDX Яндекса и #TCSG Тинькоф. 
Ждем развязки. 
Скорее всего это фальстарт по Яндексу и котировки будут ниже после августовского разочарования, 
что индекс MSCI Russia если и будет — то не в августе и отчет за второй квартал очень так себе мягко говоря. 

Комментировать десятый раз невменяемую оценку #TCSG Тинькоф не вижу смысла — 
это не рыночная ситуация сейчас и расплата тут будет очень жестокой. ( Это мое мнение👆 ). 

Взлет #FIVE X5 Retail Group Пятерочки на такой уровень пока тоже слабо объясним, 
но факт на лицо, компания оценена по верхней своей исторической границе. 

Мыльная опера и цирк в истории с дивидендами #TRNFP Транснефть продолжается в лучших традициях государственных спектаклей, 
акцию отжимают в стакане по проверенному ранее методу. 

#HYDR Русгидро вдруг стала никому не нужной🤦‍♂️ — на огромном объеме акция теперь пикирует вниз, хотя всю дорогу ее также кто-то методично подбирает или создает видимость этого ( иначе совсем камнем вниз по 10% в день лететь не прилично как-то будет. 

#MAGN ММК подошла к нижней границе своей оценки, после див. отсечки на прошлой неделе, годной еще кое-как для удержания в индексе MSCI Russia. Уверен полностью, что мажор в данном случае будет держать капитализацию что есть сил ( возможно SPO для увеличения free float если все будет чоень плохо по рынку в целом, иначе она вылетит из индекса, а это никому не нужно). 
Компания качественная, но не факт, что может стоить дешевле на горизонте года. 

Акции #PHOR Фосагро стали не интересны инвесторам вдруг, т.к. их ранее усиленно раздавали на уровне 2750 под видом супер-перспективного защитного актива на все времена. 
Коридор 2200-2800 здесь пока работает уже пятый год, дивиденды по дороге можно даже умудриться получить ( сейчас будет отсечка 02 июля 78 рублей). 
Очень консервативная идея торговли так-то достаточно качественной компанией с обеспеченной «покрышкой» на случай всего на свете. Когда-то этот боковик в ценах акций завершится, и не факт, что вниз, конечно же. 

#GMKN ГМК Норникель опять в авангарде нехороших событий, очередная авария-происшествие и тут никакой пиар господина Потанина в Forbes не поможет. 

В целом планы свои на ближайшие 1,5 месяца я озвучил ранее. 
Портфель под это дело также есть. Ссылка на Смартлаб тут — очень удобный сервис, кстати. 

Всем успехов, хорошей погоды, тепла и солнца. 🎣☀️🏊‍♂️

https://smart-lab.ru/blog/630456.php"
28|3905|2020-06-29|"🦉Интересный отрывок из интервью с У. Баффеттом
Автор: investlikebuffet

«Представьте, что вы владеете не акциями, а земельным участком или коммерческой недвижимостью. Вы же не станете каждый день сверять цену на свою собственность или каждую неделю 

Вы следите только за тем, как работает бизнес. А на рынке может произойти все, что угодно и именно поэтому я никогда не советую брать деньги под залог ценных бумаг. Рынки вам ничем не обязаны. Завтра они могут и не открыться 

Если я собираюсь купить половину акций Макдональдс или франшизу Макдональдс, то я буду управлять бизнесом и смотреть на показатели работы этого бизнеса 

Только так я смогу понять, насколько хороший у меня бизнес 

Я буду следить за уровнем конкуренции за общей ситуацией в стране и за тем, как мы выполняем ежегодный план. 
Если же вы смотрите только на цену, то это уже не инвестиции 

Если вы что-то покупаете, например, биткоин, или другую криптовалюту, то вы не ждете, что ваш актив что-то будет производить. Если вы покупаете недвижимость, то вы смотрите на разные показатели. Если покупаете земельный участок, то также смотрите на разные показатели, а когда покупаете целый бизнес, то смотрите на сотни показателей. 
Так если вы покупаете акции (маленькую часть бизнеса), то почему бы вам не следить за тем, как развивается этот бизнес. 
Людей на рынке привлекает много чего, во многом это ликвидность. Если вы покупаете, к примеру, криптовалюту, отталкиваясь только от ее стоимости, притом, что за один день вы можете потерять до 90% своих денег, то это мало как связано со словом инвестиция. Это уже азартная игра, казино, но никак не инвестиция. 

…….. 

Смотрите, вы покупаете маленькие части бизнеса, дешевле, чем стоят цельные его части. И как инвестор вы получаете приличную скидку, в сравнении с тем, если бы вы покупали бизнес целиком. 
Если бы люди просто воспринимали акции как часть бизнеса, они бы справлялись намного лучше, но многие предпочитают следить только за ценой или за ее уровнями 

…….. 

Допустим, вы покупаете дом за 20 000 долларов. А на следующий день кто-то приходит к вам и говорит. Я заплачу вам 15 000. Вы же не продадите его только потому, что за него предлагают 15 000. 
Так же вам нужно поступать и с акциями. Некоторые люди просто эмоционально или психологически не подходят для того, чтобы владеть акциями. Но, думаю, что многие из них научатся на своих ошибках. 

…….. 

Большинство из них предпочли бы простой принцип казино. Идея в том, что можно быстро удвоить деньги за короткое время. Поэтому люди играют в казино или увлекаются ставками. И они понимают, что все шансы против них и что скорее всего они проиграют, но они все равно не перестают этим заниматься. 
Все хотят быстро разбогатеть и от этого очень трудно избавиться. Я, например, не знаю, как это просто взять и быстро разбогатеть»

https://smart-lab.ru/blog/630453.php"
